RUN,PLNSGAII,NSGAII,NSGA-III,MOEAD,SCHMIEDLE
1.0,7.409739702333052e-5,0.0030235661323997705,0.0015994239634216914,0.05950996277386952,0.21089771043318117
2.0,1.7375614114831994e-5,0.0008203201373193116,0.0019190168891671596,0.18653673509494012,0.15324487565713965
3.0,7.150076952926696e-5,0.0041245656789672975,0.0023669744047596043,0.1296166904385265,0.15852652959390842
4.0,1.679655834020227e-5,0.0009091988645491461,0.0019069211738868,0.1862277487100148,0.14357139906611277
5.0,7.235262239406439e-5,0.0038958650293482873,0.0027874310086328886,0.13021153799585913,0.19576079409096747
6.0,1.6517286099999426e-5,0.0007903000932492562,0.0019822005303692233,0.1828450157033879,0.14489950597411336
7.0,7.061935175752771e-5,0.004565413948065662,0.0021752861795843177,0.12000024826702825,0.23297712635697568
8.0,1.739504762679843e-5,0.0007192902201810502,0.002107937773020968,0.20179738248219392,0.2410854458115959
9.0,7.326943035968542e-5,0.004654352186421801,0.002696482675725777,0.12807964200211386,0.16384495999961446
10.0,1.6523892809668302e-5,0.0008045127833538174,0.0020186901134736624,0.18689717536200667,0.1413186682248114
11.0,7.130753242338479e-5,0.004632675540357915,0.002170644229338392,0.1222699713883942,0.15757802535777887
12.0,1.8120326077934246e-5,0.0005079525844498853,0.0010553688404862501,0.08941054159688264,0.08595867517731423
13.0,7.176159772652596e-5,0.0026903615824220416,0.0016719031323178745,0.058883090436661095,0.2236494413148347
14.0,1.6775182622274136e-5,0.0008393555959020127,0.002048195547215078,0.1773595941897984,0.1451652778579471
15.0,7.521855755388632e-5,0.0043589002935425945,0.00269746980074396,0.12462316459712898,0.20465587485791234
16.0,1.797882791260155e-5,0.0009090116733758582,0.0018609265696726298,0.1916548420809208,0.23577948966995566
17.0,4.7009840590423795e-5,0.0007416726735208636,0.0015387754642822327,0.1531503829409502,0.21758143008778993
18.0,3.945504260626799e-6,0.0015910763521858374,0.0010071479194068535,0.08761344730480665,0.28486035005928895
19.0,4.810661524307276e-5,0.0007759565073497269,0.0016252245681291873,0.1569264787409328,0.2301579353916994
20.0,3.9418042761251e-6,0.001752273518944999,0.001924758583431337,0.1803347749895866,0.1452883739736763
21.0,4.796368019118544e-5,0.0007883452870582609,0.001686752584950824,0.16139554521846414,0.14306798983392194
22.0,4.918080831786483e-6,0.0018700307640749795,0.0018161209931477427,0.1766766298223803,0.23298543697355298
23.0,4.744883471958611e-5,0.0007376975053129701,0.0014362717431811547,0.14272106405726362,0.146579321438944
24.0,4.2249905330430924e-6,0.0017688470217862872,0.0019726723845974424,0.18668297830984482,0.14367623959012413
25.0,4.79888266874346e-5,0.0007490116904496589,0.001499886115167183,0.13978789182773432,0.14944306293020754
26.0,3.9380770651158705e-6,0.001919589367048837,0.001848660589456657,0.16777968531313892,0.14298972069866903
27.0,4.989928743448349e-5,0.000428925206428736,0.0012445820514375846,0.07052148462719729,0.21589538201765043
28.0,4.654433143171901e-6,0.0018414813128925294,0.0019067439538184374,0.1652932358056347,0.2251558066092707
29.0,4.822597928424275e-5,0.0008190542417674403,0.0015211020211560358,0.1439107162633465,0.1478955727699114
30.0,4.741299290403313e-6,0.0018983575687887347,0.0018728335849628973,0.1790462479366698,0.19212297376493404
31.0,4.713297078184063e-5,0.0006798408235163526,0.0015833817312642775,0.15254856783901943,0.2327659009189174
32.0,4.3379826994512795e-6,0.0017663068393269264,0.0019374955594347683,0.18970877574159217,0.19957966458769558
33.0,3.118969795915319e-5,0.0015234134574606572,0.0010711188925307275,0.09012017129653382,0.22883733242879875
34.0,7.972229837257974e-6,0.0030164031562571986,0.003653778944296252,0.18119478438550932,0.17517822060258662
35.0,3.23286589284425e-5,0.0017964278789171727,0.0013933738178137501,0.19406353746075133,0.14921108370268454
36.0,7.824163007048677e-6,0.0028780497142455244,0.0039336040079796936,0.18499949604073748,0.1550993073583069
37.0,3.110123787975261e-5,0.001902907983683043,0.0014143657857582901,0.19140062027030252,0.15234368255879874
38.0,7.798973239205119e-6,0.002756351286618477,0.004171592525999415,0.18770367852346861,0.1535014292373653
39.0,3.125428380323593e-5,0.0026762443957667357,0.0012627728272696281,0.16056166374803457,0.24557019312581427
40.0,7.931753559517946e-6,0.0021902561960383815,0.002046148176077484,0.0878174222696215,0.2933141990183089
41.0,3.1623679395493055e-5,0.0020154988100575476,0.0013528697516539724,0.18346957981672246,0.18289901853535803
42.0,8.181155731920222e-6,0.003209579068287557,0.0032210239928180634,0.1682073729124736,0.2153278294921274
43.0,3.1526436419116505e-5,0.0020408967151787157,0.0013942982100920529,0.17946387028984942,0.14985194282122666
44.0,7.969558730761228e-6,0.002554589880205822,0.003707602358531354,0.1865480283186885,0.1535039862229656
45.0,2.959174356148402e-5,0.002265870907104961,0.0013515344146701044,0.19067094096795592,0.14895476235412514
46.0,7.724135756568082e-6,0.0028166461896251727,0.004161827986285796,0.18662003336508046,0.19433885028088216
47.0,3.193148094075996e-5,0.0019284077993577122,0.0014739307685134393,0.16805192384517548,0.2515684504864767
48.0,8.166177628736575e-6,0.002626502429816362,0.003455227143530845,0.1846158609263155,0.1552676450833838
49.0,1.389951513692986e-5,0.002266014126062245,0.006128429342335421,0.18667641367758425,0.15306144029220511
50.0,2.3738257773893877e-5,0.0017437999925513706,0.001189585660325205,0.06689904399062782,0.1754356285496326
